Case ID,Activity,Variant,Variant index,amount:low,amount:high,dismissal:low,dismissal:high,points:low,points:high,paymentAmount:low,paymentAmount:high,expense:low,expense:high
case 234,Send Fine,Variant 46,46,,,,,,,,,12.91,9223372036854775808.00
case 234,Insert Fine Notification,Variant 46,46,,,,,,,,,,
case 234,Payment,Variant 46,46,,,,,,,168.50,9223372036854775808.00,,
case 234,Add penalty,Variant 46,46,-9223372036854775808.00,319.50,,,,,,,,
case 235,Create Fine,Variant 55,55,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 235,Send Fine,Variant 55,55,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 235,Insert Fine Notification,Variant 55,55,,,,,,,,,,
case 235,Payment,Variant 55,55,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 235,Add penalty,Variant 55,55,-9223372036854775808.00,77.50,,,,,,,,
case 235,Send for Credit Collection,Variant 55,55,,,,,,,,,,
case 236,Create Fine,Variant 55,55,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 236,Send Fine,Variant 55,55,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 236,Insert Fine Notification,Variant 55,55,,,,,,,,,,
case 236,Payment,Variant 55,55,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 236,Add penalty,Variant 55,55,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 236,Send for Credit Collection,Variant 55,55,,,,,,,,,,
case 237,Create Fine,Variant 55,55,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 237,Send Fine,Variant 55,55,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 237,Insert Fine Notification,Variant 55,55,,,,,,,,,,
case 237,Payment,Variant 55,55,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 237,Add penalty,Variant 55,55,36.00,9223372036854775808.00,,,,,,,,
case 237,Send for Credit Collection,Variant 55,55,,,,,,,,,,
case 238,Create Fine,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 238,Send Fine,Variant 53,53,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 238,Insert Fine Notification,Variant 53,53,,,,,,,,,,
case 238,Payment,Variant 53,53,,,,,,,51.65,9223372036854775808.00,,
case 238,Add penalty,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 238,Add penalty,Variant 53,53,39.35,9223372036854775808.00,,,,,,,,
case 239,Create Fine,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 239,Send Fine,Variant 53,53,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 239,Insert Fine Notification,Variant 53,53,,,,,,,,,,
case 239,Payment,Variant 53,53,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 239,Add penalty,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 239,Add penalty,Variant 53,53,-9223372036854775808.00,155.00,,,,,,,,
case 240,Create Fine,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 240,Send Fine,Variant 53,53,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 240,Insert Fine Notification,Variant 53,53,,,,,,,,,,
case 240,Payment,Variant 53,53,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 240,Add penalty,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 240,Add penalty,Variant 53,53,-9223372036854775808.00,716.00,,,,,,,,
case 241,Create Fine,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 241,Send Fine,Variant 53,53,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 241,Insert Fine Notification,Variant 53,53,,,,,,,,,,
case 241,Payment,Variant 53,53,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 241,Add penalty,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 241,Add penalty,Variant 53,53,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 242,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 242,Send Fine,Variant 33,33,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 242,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 242,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 242,Add penalty,Variant 33,33,-9223372036854775808.00,77.50,,,,,,,,
case 242,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,29.77,,
case 243,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 243,Send Fine,Variant 33,33,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 243,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 243,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 243,Add penalty,Variant 33,33,39.35,9223372036854775808.00,,,,,,,,
case 243,Payment,Variant 33,33,,,,,,,29.77,51.65,,
case 244,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 244,Send Fine,Variant 33,33,,,,,,,,,-9223372036854775808.00,4.96
case 244,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 244,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 244,Add penalty,Variant 33,33,-9223372036854775808.00,319.50,,,,,,,,
case 244,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,168.50,,
case 245,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 245,Send Fine,Variant 33,33,,,,,,,,,4.96,9223372036854775808.00
case 245,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 245,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 245,Add penalty,Variant 33,33,-9223372036854775808.00,159.00,,,,,,,,
case 245,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,79.00,,
case 246,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 246,Send Fine,Variant 33,33,,,,,,,,,4.96,9223372036854775808.00
case 246,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 246,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 246,Add penalty,Variant 33,33,-9223372036854775808.00,319.50,,,,,,,,
case 246,Payment,Variant 33,33,,,,,,,79.00,168.50,,
case 247,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 247,Send Fine,Variant 33,33,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 247,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 247,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 247,Add penalty,Variant 33,33,-9223372036854775808.00,319.50,,,,,,,,
case 247,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,168.50,,
case 248,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 248,Send Fine,Variant 33,33,,,,,,,,,-9223372036854775808.00,12.91
case 248,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 248,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 248,Add penalty,Variant 33,33,-9223372036854775808.00,319.50,,,,,,,,
case 248,Payment,Variant 33,33,,,,,,,168.50,9223372036854775808.00,,
case 249,Create Fine,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 249,Send Fine,Variant 33,33,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 249,Insert Fine Notification,Variant 33,33,,,,,,,,,,
case 249,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 249,Add penalty,Variant 33,33,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 249,Payment,Variant 33,33,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 250,Create Fine,Variant 22,22,-9223372036854775808.00,36.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 250,Send Fine,Variant 22,22,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 250,Insert Fine Notification,Variant 22,22,,,,,,,,,,
case 250,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 250,Payment,Variant 22,22,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 250,Appeal to Judge,Variant 22,22,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 251,Create Fine,Variant 104,104,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 251,Send Fine,Variant 104,104,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 251,Insert Fine Notification,Variant 104,104,,,,,,,,,,
case 251,Payment,Variant 104,104,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 251,Payment,Variant 104,104,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 251,Add penalty,Variant 104,104,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 252,Create Fine,Variant 58,58,-9223372036854775808.00,38.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 252,Send Fine,Variant 58,58,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 252,Payment,Variant 58,58,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 252,Insert Fine Notification,Variant 58,58,,,,,,,,,,
case 252,Insert Date Appeal to Prefecture,Variant 58,58,,,,,,,,,,
case 252,Send Appeal to Prefecture,Variant 58,58,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 253,Create Fine,Variant 18,18,-9223372036854775808.00,38.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 253,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 253,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 253,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 253,Appeal to Judge,Variant 18,18,,,71.00,71.00,,,,,,
case 254,Create Fine,Variant 18,18,-9223372036854775808.00,38.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 254,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 254,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 254,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 254,Appeal to Judge,Variant 18,18,,,-9223372036854775808.00,71.00,,,,,,
case 255,Create Fine,Variant 18,18,-9223372036854775808.00,38.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 255,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 255,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 255,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 255,Appeal to Judge,Variant 18,18,,,71.00,9223372036854775808.00,,,,,,
case 256,Create Fine,Variant 49,49,36.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 256,Send Fine,Variant 49,49,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 256,Payment,Variant 49,49,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 256,Insert Fine Notification,Variant 49,49,,,,,,,,,,
case 256,Send for Credit Collection,Variant 49,49,,,,,,,,,,
case 257,Create Fine,Variant 44,44,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 257,Send Fine,Variant 44,44,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 257,Payment,Variant 44,44,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 257,Insert Fine Notification,Variant 44,44,,,,,,,,,,
case 257,Add penalty,Variant 44,44,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 257,Appeal to Judge,Variant 44,44,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 258,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 258,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 258,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,29.77,,
case 258,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 258,Add penalty,Variant 6,6,39.35,71.00,,,,,,,,
case 259,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 259,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 259,Payment,Variant 6,6,,,,,,,51.65,9223372036854775808.00,,
case 259,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 259,Add penalty,Variant 6,6,68.25,77.50,,,,,,,,
case 260,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 260,Send Fine,Variant 6,6,,,,,,,,,4.96,9223372036854775808.00
case 260,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,79.00,,
case 260,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 260,Add penalty,Variant 6,6,159.00,319.50,,,,,,,,
case 261,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 261,Send Fine,Variant 6,6,,,,,,,,,12.91,9223372036854775808.00
case 261,Payment,Variant 6,6,,,,,,,168.50,9223372036854775808.00,,
case 261,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 261,Add penalty,Variant 6,6,155.00,319.50,,,,,,,,
case 262,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 262,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 262,Payment,Variant 19,19,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 262,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 262,Add penalty,Variant 19,19,39.35,77.50,,,,,,,,
case 262,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 263,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 263,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 263,Payment,Variant 19,19,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 263,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 263,Add penalty,Variant 19,19,155.00,9223372036854775808.00,,,,,,,,
case 263,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 264,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 264,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 264,Payment,Variant 19,19,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 264,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 264,Add penalty,Variant 19,19,36.00,39.35,,,,,,,,
case 264,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 265,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 265,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 265,Payment,Variant 14,14,,,,,,,51.65,9223372036854775808.00,,
case 265,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 265,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 265,Add penalty,Variant 14,14,39.35,68.25,,,,,,,,
case 266,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 266,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 266,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 266,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 266,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 266,Add penalty,Variant 14,14,77.50,155.00,,,,,,,,
case 267,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 267,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 267,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 267,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 267,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 267,Add penalty,Variant 14,14,319.50,716.00,,,,,,,,
case 268,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 268,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 268,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 268,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 268,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 268,Add penalty,Variant 14,14,-9223372036854775808.00,39.35,,,,,,,,
case 269,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 269,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
